event_id,interaction_id,event_type,source_file,source_line,raw_type,sha256
e_111742d696ea5f35,i_65a903a99bc058b3,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,252,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5acade3e7799432c,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,253,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e3676972f53e907f,i_65a903a99bc058b3,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,254,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2d1c0f84c90bb5a4,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,255,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1e922715cada6c99,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,256,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_62d08b74a8a17ca2,i_65a903a99bc058b3,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,257,turn_context,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4271e9f61ac756b4,i_4271e9f61ac756b4,user_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,258,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b010925330c5c204,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,259,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_32e75942ddd298e6,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,260,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_47e8e170cb0bfbde,i_4271e9f61ac756b4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,261,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_4401c88a2fc72d78,i_4271e9f61ac756b4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,262,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3e19edd21c959afc,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,263,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c564f3002e68a730,i_4271e9f61ac756b4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,264,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_690d17a72adec622,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,265,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ec830a5ef2f9e9c1,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,266,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_78f9587a0f39b6d2,i_4271e9f61ac756b4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,267,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_abb5e43ba70ebc3a,i_4271e9f61ac756b4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,268,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_79d78e6e9582ecae,i_4271e9f61ac756b4,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,269,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
